#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath              | delivered(/fb) | recorded(/fb) |
+-----------------------+-------+------+-------+-------------------+------------------+
| HLT_DiPFJetAve200_v10 | 6     | 27   | 14589 | 0.014338837       | 0.013727288      |
| HLT_DiPFJetAve200_v11 | 2     | 13   | 4469  | 0.004319557       | 0.004162209      |
| HLT_DiPFJetAve200_v8  | 18    | 47   | 19043 | 0.011730483       | 0.011206194      |
| HLT_DiPFJetAve200_v9  | 67    | 144  | 90815 | 0.061412575       | 0.058744263      |
+-----------------------+-------+------+-------+-------------------+------------------+
#Sum delivered : 0.091801452
#Sum recorded : 0.087839954

#Check JSON:
#(run,ls) in json but not in results: [(306454, 98), (306454, 99), (306454, 100), (306454, 101), (306455, 7), (306455, 8), (306455, 9), (306455, 10), (306455, 11), (306456, 785), (306456, 786), (306456, 787), (306457, 29), (306457, 30), (306457, 31), (306458, 265), (306458, 266), (306458, 267), (306458, 268), (306459, 2275), (306460, 65), (306460, 66), (306460, 67), (306460, 68), (306460, 69), (306460, 70), (306460, 71), (306460, 72), (306460, 73)]
#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+-----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath               | delivered(/fb) | recorded(/fb) |
+-------------+-------------------+------+-----------------------+----------------+---------------+
| 302509:6179 | 09/08/17 23:12:14 | 20   | HLT_DiPFJetAve260_v10 | 0.000044798    | 0.000043366   |
| 302513:6180 | 09/09/17 02:18:36 | 53   | HLT_DiPFJetAve260_v10 | 0.000115039    | 0.000106110   |
| 302522:6182 | 09/09/17 07:21:36 | 12   | HLT_DiPFJetAve260_v10 | 0.000024378    | 0.000005297   |
| 302523:6182 | 09/09/17 07:29:07 | 54   | HLT_DiPFJetAve260_v10 | 0.000131597    | 0.000111961   |
| 302525:6182 | 09/09/17 07:58:46 | 702  | HLT_DiPFJetAve260_v10 | 0.001506636    | 0.001451461   |
| 302526:6182 | 09/09/17 13:00:58 | 582  | HLT_DiPFJetAve260_v10 | 0.001256703    | 0.001226466   |
| 302548:6185 | 09/10/17 01:59:07 | 81   | HLT_DiPFJetAve260_v10 | 0.000179280    | 0.000160606   |
| 302551:6185 | 09/10/17 02:41:42 | 6    | HLT_DiPFJetAve260_v10 | 0.001316382    | 0.000103949   |
| 302553:6185 | 09/10/17 02:50:55 | 187  | HLT_DiPFJetAve260_v10 | 0.000404786    | 0.000385800   |
| 302554:6185 | 09/10/17 04:05:18 | 3    | HLT_DiPFJetAve260_v10 | 0.000595511    | 0.000091438   |
| 302555:6185 | 09/10/17 04:09:27 | 11   | HLT_DiPFJetAve260_v10 | 0.000022667    | 0.000019892   |
| 302563:6186 | 09/10/17 07:12:18 | 7    | HLT_DiPFJetAve260_v10 | 0.000012963    | 0.000002783   |
| 302565:6186 | 09/10/17 07:21:03 | 3    | HLT_DiPFJetAve260_v10 | 0.000697430    | 0.000149416   |
| 302572:6186 | 09/10/17 08:51:54 | 281  | HLT_DiPFJetAve260_v10 | 0.000580963    | 0.000560055   |
| 302573:6186 | 09/10/17 10:44:44 | 1249 | HLT_DiPFJetAve260_v10 | 0.002823213    | 0.002759352   |
| 302596:6189 | 09/11/17 03:28:46 | 920  | HLT_DiPFJetAve260_v10 | 0.002066250    | 0.001998653   |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | HLT_DiPFJetAve260_v10 | 0.002471333    | 0.002422538   |
| 302634:6191 | 09/12/17 01:21:56 | 582  | HLT_DiPFJetAve260_v10 | 0.001277127    | 0.001212392   |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | HLT_DiPFJetAve260_v10 | 0.002879512    | 0.002802154   |
| 302651:6192 | 09/12/17 16:37:00 | 146  | HLT_DiPFJetAve260_v10 | 0.000346644    | 0.000312868   |
| 302654:6192 | 09/12/17 17:38:00 | 317  | HLT_DiPFJetAve260_v10 | 0.000683339    | 0.000666327   |
| 302661:6193 | 09/12/17 22:27:07 | 67   | HLT_DiPFJetAve260_v10 | 0.000147480    | 0.000098598   |
| 302663:6193 | 09/12/17 23:00:30 | 706  | HLT_DiPFJetAve260_v10 | 0.002099498    | 0.002047033   |
| 303825:6239 | 09/24/17 07:38:22 | 180  | HLT_DiPFJetAve260_v10 | 0.000413029    | 0.000405206   |
| 303832:6240 | 09/24/17 11:12:03 | 1857 | HLT_DiPFJetAve260_v10 | 0.004087508    | 0.003975907   |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | HLT_DiPFJetAve260_v10 | 0.004405763    | 0.004272941   |
| 303885:6243 | 09/25/17 19:09:18 | 1993 | HLT_DiPFJetAve260_v10 | 0.004313993    | 0.004163285   |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | HLT_DiPFJetAve260_v10 | 0.003597701    | 0.003464238   |
| 303998:6247 | 09/27/17 07:04:50 | 262  | HLT_DiPFJetAve260_v10 | 0.000533366    | 0.000490817   |
| 303999:6247 | 09/27/17 08:51:42 | 747  | HLT_DiPFJetAve260_v10 | 0.001730970    | 0.001663722   |
| 304000:6247 | 09/27/17 13:43:21 | 56   | HLT_DiPFJetAve260_v10 | 0.000113065    | 0.000110878   |
| 304062:6252 | 09/27/17 20:37:25 | 1961 | HLT_DiPFJetAve260_v10 | 0.004496935    | 0.004348761   |
| 304119:6253 | 09/28/17 12:28:48 | 72   | HLT_DiPFJetAve260_v10 | 0.000136139    | 0.000121371   |
| 304120:6253 | 09/28/17 13:00:38 | 252  | HLT_DiPFJetAve260_v10 | 0.000528119    | 0.000490424   |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | HLT_DiPFJetAve260_v10 | 0.004121915    | 0.004019037   |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | HLT_DiPFJetAve260_v10 | 0.005881702    | 0.005679177   |
| 304158:6258 | 09/30/17 06:34:02 | 1922 | HLT_DiPFJetAve260_v10 | 0.004991270    | 0.004836455   |
| 304169:6259 | 09/30/17 22:12:01 | 1666 | HLT_DiPFJetAve260_v10 | 0.005016301    | 0.004866039   |
| 304170:6259 | 10/01/17 09:08:28 | 620  | HLT_DiPFJetAve260_v10 | 0.003211536    | 0.003151096   |
| 304199:6261 | 10/01/17 18:52:32 | 5    | HLT_DiPFJetAve260_v10 | 0.000010236    | 0.000000383   |
| 304200:6261 | 10/01/17 18:55:56 | 321  | HLT_DiPFJetAve260_v10 | 0.000723099    | 0.000686751   |
| 304204:6262 | 10/01/17 23:41:28 | 553  | HLT_DiPFJetAve260_v10 | 0.001184226    | 0.001115217   |
| 304209:6263 | 10/02/17 05:33:50 | 405  | HLT_DiPFJetAve260_v10 | 0.000857536    | 0.000790689   |
| 304291:6266 | 10/02/17 17:40:12 | 22   | HLT_DiPFJetAve260_v10 | 0.000033644    | 0.000019496   |
| 304292:6266 | 10/02/17 17:51:42 | 1753 | HLT_DiPFJetAve260_v10 | 0.003746775    | 0.003576837   |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | HLT_DiPFJetAve260_v10 | 0.003335466    | 0.003209959   |
| 304354:6269 | 10/04/17 03:17:59 | 214  | HLT_DiPFJetAve260_v10 | 0.000376812    | 0.000355492   |
| 304366:6271 | 10/04/17 09:20:21 | 1819 | HLT_DiPFJetAve260_v10 | 0.003851963    | 0.003716125   |
| 304446:6272 | 10/05/17 00:46:48 | 55   | HLT_DiPFJetAve260_v10 | 0.000101640    | 0.000087452   |
| 304447:6272 | 10/05/17 01:17:36 | 1639 | HLT_DiPFJetAve260_v10 | 0.003865759    | 0.003706155   |
| 304451:6272 | 10/05/17 12:15:05 | 54   | HLT_DiPFJetAve260_v10 | 0.000164047    | 0.000154494   |
| 304505:6275 | 10/05/17 18:53:15 | 26   | HLT_DiPFJetAve260_v10 | 0.000047699    | 0.000040165   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | HLT_DiPFJetAve260_v10 | 0.000649090    | 0.000622583   |
| 304507:6275 | 10/05/17 21:32:15 | 235  | HLT_DiPFJetAve260_v10 | 0.000440517    | 0.000321889   |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | HLT_DiPFJetAve260_v10 | 0.002985701    | 0.002910904   |
| 304562:6276 | 10/06/17 12:30:33 | 794  | HLT_DiPFJetAve260_v10 | 0.002340743    | 0.002174588   |
| 304616:6278 | 10/06/17 22:15:30 | 942  | HLT_DiPFJetAve260_v10 | 0.001953643    | 0.001852072   |
| 304625:6279 | 10/07/17 07:35:53 | 462  | HLT_DiPFJetAve260_v10 | 0.000834166    | 0.000734441   |
| 304626:6279 | 10/07/17 10:38:44 | 8    | HLT_DiPFJetAve260_v10 | 0.000014635    | 0.000013387   |
| 304654:6283 | 10/08/17 01:25:39 | 645  | HLT_DiPFJetAve260_v10 | 0.001201146    | 0.001001052   |
| 304655:6283 | 10/08/17 05:39:51 | 1194 | HLT_DiPFJetAve260_v10 | 0.002736119    | 0.002638961   |
| 304661:6284 | 10/08/17 15:49:49 | 142  | HLT_DiPFJetAve260_v10 | 0.000255493    | 0.000240436   |
| 304662:6284 | 10/08/17 17:02:49 | 147  | HLT_DiPFJetAve260_v10 | 0.000253455    | 0.000232684   |
| 304663:6284 | 10/08/17 18:03:25 | 689  | HLT_DiPFJetAve260_v10 | 0.001534625    | 0.001468779   |
| 304671:6285 | 10/09/17 00:42:58 | 1139 | HLT_DiPFJetAve260_v10 | 0.002373563    | 0.002254054   |
| 304672:6285 | 10/09/17 08:09:10 | 60   | HLT_DiPFJetAve260_v10 | 0.000129725    | 0.000126750   |
| 304737:6287 | 10/09/17 19:53:10 | 75   | HLT_DiPFJetAve260_v10 | 0.000137310    | 0.000127746   |
| 304738:6287 | 10/09/17 20:24:42 | 1677 | HLT_DiPFJetAve260_v10 | 0.003733958    | 0.003594528   |
| 304739:6287 | 10/10/17 07:20:18 | 11   | HLT_DiPFJetAve260_v10 | 0.000036043    | 0.000032312   |
| 304740:6287 | 10/10/17 07:25:27 | 278  | HLT_DiPFJetAve260_v10 | 0.000850187    | 0.000830254   |
| 304776:6288 | 10/10/17 12:08:18 | 41   | HLT_DiPFJetAve260_v10 | 0.000073631    | 0.000048821   |
| 304777:6288 | 10/10/17 12:27:41 | 497  | HLT_DiPFJetAve260_v10 | 0.000882341    | 0.000840225   |
| 304778:6288 | 10/10/17 15:47:07 | 1297 | HLT_DiPFJetAve260_v10 | 0.002942146    | 0.002862414   |
| 304797:6291 | 10/11/17 07:04:09 | 2910 | HLT_DiPFJetAve260_v10 | 0.006526542    | 0.006322466   |
| 305044:6297 | 10/13/17 21:00:45 | 218  | HLT_DiPFJetAve260_v10 | 0.000403263    | 0.000378324   |
| 305045:6297 | 10/13/17 23:11:07 | 873  | HLT_DiPFJetAve260_v10 | 0.002498364    | 0.002391458   |
| 305046:6297 | 10/14/17 04:51:45 | 683  | HLT_DiPFJetAve260_v10 | 0.001989674    | 0.001938238   |
| 305059:6298 | 10/14/17 11:45:00 | 510  | HLT_DiPFJetAve260_v10 | 0.000900878    | 0.000822732   |
| 305062:6298 | 10/14/17 15:13:17 | 5    | HLT_DiPFJetAve260_v10 | 0.001683915    | 0.001305638   |
| 305063:6298 | 10/14/17 15:18:15 | 35   | HLT_DiPFJetAve260_v10 | 0.000061260    | 0.000050593   |
| 305064:6298 | 10/14/17 15:34:27 | 2045 | HLT_DiPFJetAve260_v10 | 0.004609746    | 0.004486156   |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | HLT_DiPFJetAve260_v10 | 0.002141173    | 0.002022299   |
| 305112:6303 | 10/15/17 23:07:00 | 1455 | HLT_DiPFJetAve260_v10 | 0.003124816    | 0.002992103   |
| 305113:6303 | 10/16/17 08:40:46 | 59   | HLT_DiPFJetAve260_v10 | 0.000118778    | 0.000113862   |
| 305114:6303 | 10/16/17 09:05:22 | 526  | HLT_DiPFJetAve260_v10 | 0.001192004    | 0.001163011   |
| 305178:6304 | 10/16/17 17:19:50 | 53   | HLT_DiPFJetAve260_v10 | 0.000096178    | 0.000089488   |
| 305179:6304 | 10/16/17 17:41:42 | 17   | HLT_DiPFJetAve260_v10 | 0.000030853    | 0.000020086   |
| 305180:6304 | 10/16/17 17:50:42 | 5    | HLT_DiPFJetAve260_v10 | 0.001728826    | 0.000554954   |
| 305181:6304 | 10/16/17 17:55:03 | 7    | HLT_DiPFJetAve260_v10 | 0.002465674    | 0.000585574   |
| 305182:6304 | 10/16/17 18:00:34 | 5    | HLT_DiPFJetAve260_v10 | 0.001738958    | 0.000951367   |
| 305183:6304 | 10/16/17 18:04:56 | 232  | HLT_DiPFJetAve260_v10 | 0.000420106    | 0.000402707   |
| 305184:6304 | 10/16/17 19:50:14 | 8    | HLT_DiPFJetAve260_v10 | 0.002747195    | 0.000103732   |
| 305186:6304 | 10/16/17 19:58:49 | 415  | HLT_DiPFJetAve260_v10 | 0.000776688    | 0.000742416   |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | HLT_DiPFJetAve260_v10 | 0.005386290    | 0.005223836   |
| 305202:6305 | 10/17/17 08:18:29 | 648  | HLT_DiPFJetAve260_v10 | 0.001179907    | 0.001111263   |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | HLT_DiPFJetAve260_v10 | 0.002709793    | 0.002626869   |
| 305207:6306 | 10/17/17 23:34:03 | 1026 | HLT_DiPFJetAve260_v10 | 0.001964163    | 0.001884162   |
| 305208:6306 | 10/18/17 06:15:41 | 372  | HLT_DiPFJetAve260_v10 | 0.000902131    | 0.000865167   |
| 305234:6307 | 10/18/17 11:00:15 | 46   | HLT_DiPFJetAve260_v10 | 0.000090602    | 0.000071034   |
| 305236:6307 | 10/18/17 11:28:42 | 23   | HLT_DiPFJetAve260_v10 | 0.000046251    | 0.000037496   |
| 305237:6307 | 10/18/17 11:42:18 | 1146 | HLT_DiPFJetAve260_v10 | 0.002520071    | 0.002408939   |
| 305247:6308 | 10/18/17 23:58:28 | 375  | HLT_DiPFJetAve260_v10 | 0.000755507    | 0.000707605   |
| 305248:6308 | 10/19/17 02:26:29 | 952  | HLT_DiPFJetAve260_v10 | 0.002089655    | 0.001983395   |
| 305252:6308 | 10/19/17 09:09:00 | 548  | HLT_DiPFJetAve260_v10 | 0.001213707    | 0.001185796   |
| 305282:6309 | 10/19/17 15:28:19 | 133  | HLT_DiPFJetAve260_v10 | 0.000265863    | 0.000254044   |
| 305310:6311 | 10/19/17 20:28:01 | 389  | HLT_DiPFJetAve260_v10 | 0.000782417    | 0.000736110   |
| 305311:6311 | 10/19/17 23:03:23 | 153  | HLT_DiPFJetAve260_v10 | 0.000293414    | 0.000273911   |
| 305312:6311 | 10/20/17 00:05:08 | 227  | HLT_DiPFJetAve260_v10 | 0.000464293    | 0.000437216   |
| 305313:6311 | 10/20/17 01:35:47 | 739  | HLT_DiPFJetAve260_v10 | 0.001702496    | 0.001625424   |
| 305314:6311 | 10/20/17 06:25:45 | 404  | HLT_DiPFJetAve260_v10 | 0.000966264    | 0.000941321   |
| 305336:6312 | 10/20/17 12:11:09 | 206  | HLT_DiPFJetAve260_v10 | 0.000370304    | 0.000344807   |
| 305338:6312 | 10/20/17 13:32:38 | 103  | HLT_DiPFJetAve260_v10 | 0.000184111    | 0.000172457   |
| 305341:6312 | 10/20/17 14:14:05 | 500  | HLT_DiPFJetAve260_v10 | 0.000904454    | 0.000859265   |
| 305349:6312 | 10/20/17 17:29:36 | 30   | HLT_DiPFJetAve260_v10 | 0.000061245    | 0.000028747   |
| 305350:6312 | 10/20/17 17:43:01 | 15   | HLT_DiPFJetAve260_v10 | 0.000035345    | 0.000033218   |
| 305351:6312 | 10/20/17 17:51:38 | 868  | HLT_DiPFJetAve260_v10 | 0.002051034    | 0.001980598   |
| 305358:6313 | 10/21/17 02:01:05 | 158  | HLT_DiPFJetAve260_v10 | 0.000287455    | 0.000258301   |
| 305364:6314 | 10/21/17 05:43:21 | 94   | HLT_DiPFJetAve260_v10 | 0.000169278    | 0.000158408   |
| 305365:6314 | 10/21/17 06:21:12 | 825  | HLT_DiPFJetAve260_v10 | 0.001555923    | 0.001478113   |
| 305366:6314 | 10/21/17 11:46:55 | 1239 | HLT_DiPFJetAve260_v10 | 0.003020251    | 0.002933415   |
| 305376:6315 | 10/22/17 00:11:09 | 98   | HLT_DiPFJetAve260_v10 | 0.000178229    | 0.000170160   |
| 305377:6315 | 10/22/17 01:10:10 | 1514 | HLT_DiPFJetAve260_v10 | 0.003325668    | 0.003187513   |
| 305405:6317 | 10/22/17 18:15:49 | 494  | HLT_DiPFJetAve260_v10 | 0.001251779    | 0.001179369   |
| 305406:6317 | 10/22/17 21:45:00 | 1458 | HLT_DiPFJetAve260_v10 | 0.003563216    | 0.003435946   |
| 305440:6318 | 10/23/17 10:50:33 | 266  | HLT_DiPFJetAve260_v10 | 0.000679375    | 0.000612157   |
| 305441:6318 | 10/23/17 12:36:13 | 121  | HLT_DiPFJetAve260_v10 | 0.000280039    | 0.000269229   |
| 305516:6323 | 10/23/17 23:42:58 | 552  | HLT_DiPFJetAve260_v10 | 0.001425229    | 0.001306681   |
| 305517:6323 | 10/24/17 03:42:14 | 163  | HLT_DiPFJetAve260_v10 | 0.000414597    | 0.000281633   |
| 305518:6323 | 10/24/17 04:48:59 | 1134 | HLT_DiPFJetAve260_v10 | 0.002717943    | 0.002618715   |
| 305586:6324 | 10/24/17 17:46:56 | 531  | HLT_DiPFJetAve260_v10 | 0.001336580    | 0.001263463   |
| 305589:6324 | 10/24/17 22:47:21 | 691  | HLT_DiPFJetAve260_v10 | 0.001702735    | 0.001629700   |
| 305590:6324 | 10/25/17 03:17:26 | 1004 | HLT_DiPFJetAve260_v10 | 0.002464909    | 0.002402700   |
| 305636:6325 | 10/25/17 13:27:50 | 2326 | HLT_DiPFJetAve260_v10 | 0.005706475    | 0.005482973   |
| 305766:6337 | 10/27/17 04:37:33 | 847  | HLT_DiPFJetAve260_v10 | 0.002121712    | 0.002021354   |
| 305809:6341 | 10/27/17 23:20:38 | 142  | HLT_DiPFJetAve260_v10 | 0.000359412    | 0.000337886   |
| 305814:6343 | 10/28/17 06:17:08 | 1823 | HLT_DiPFJetAve260_v10 | 0.004606370    | 0.004404504   |
| 305821:6344 | 10/28/17 20:29:22 | 772  | HLT_DiPFJetAve260_v10 | 0.001938908    | 0.001827190   |
| 305832:6346 | 10/29/17 11:22:50 | 180  | HLT_DiPFJetAve260_v10 | 0.000461467    | 0.000426627   |
| 305840:6346 | 10/29/17 15:39:01 | 1141 | HLT_DiPFJetAve260_v10 | 0.002768132    | 0.002655693   |
| 305842:6346 | 10/29/17 23:07:26 | 862  | HLT_DiPFJetAve260_v10 | 0.002126924    | 0.002072881   |
| 305862:6347 | 10/30/17 11:28:42 | 625  | HLT_DiPFJetAve260_v10 | 0.001575554    | 0.001497593   |
| 305898:6348 | 10/30/17 20:22:11 | 711  | HLT_DiPFJetAve260_v10 | 0.001803432    | 0.001725370   |
| 305902:6349 | 10/31/17 04:27:05 | 469  | HLT_DiPFJetAve260_v10 | 0.001189035    | 0.001134889   |
| 305967:6351 | 10/31/17 16:08:26 | 32   | HLT_DiPFJetAve260_v10 | 0.000081796    | 0.000077263   |
| 306029:6355 | 11/01/17 18:28:41 | 32   | HLT_DiPFJetAve260_v11 | 0.000082014    | 0.000067333   |
| 306030:6355 | 11/01/17 18:42:20 | 110  | HLT_DiPFJetAve260_v11 | 0.000282065    | 0.000257115   |
| 306036:6356 | 11/01/17 22:43:47 | 4    | HLT_DiPFJetAve260_v11 | 0.000010265    | 0.000000536   |
| 306037:6356 | 11/01/17 22:46:26 | 44   | HLT_DiPFJetAve260_v11 | 0.000113021    | 0.000089756   |
| 306038:6356 | 11/01/17 23:06:46 | 138  | HLT_DiPFJetAve260_v11 | 0.000354168    | 0.000324721   |
| 306041:6356 | 11/02/17 00:07:18 | 320  | HLT_DiPFJetAve260_v11 | 0.000794420    | 0.000738730   |
| 306042:6356 | 11/02/17 02:14:22 | 365  | HLT_DiPFJetAve260_v11 | 0.000923276    | 0.000871671   |
| 306048:6356 | 11/02/17 04:39:06 | 136  | HLT_DiPFJetAve260_v11 | 0.000331393    | 0.000308044   |
| 306049:6356 | 11/02/17 05:33:33 | 358  | HLT_DiPFJetAve260_v11 | 0.000864726    | 0.000825524   |
| 306051:6356 | 11/02/17 08:00:13 | 415  | HLT_DiPFJetAve260_v11 | 0.000972029    | 0.000944895   |
| 306091:6358 | 11/02/17 18:43:55 | 198  | HLT_DiPFJetAve260_v11 | 0.000490559    | 0.000453859   |
| 306092:6358 | 11/02/17 20:04:27 | 972  | HLT_DiPFJetAve260_v11 | 0.002334189    | 0.002183113   |
| 306095:6358 | 11/03/17 02:42:56 | 300  | HLT_DiPFJetAve260_v11 | 0.000725668    | 0.000706878   |
| 306121:6360 | 11/03/17 13:15:57 | 91   | HLT_DiPFJetAve260_v11 | 0.000233521    | 0.000210813   |
| 306122:6360 | 11/03/17 13:53:17 | 127  | HLT_DiPFJetAve260_v11 | 0.000326008    | 0.000298795   |
| 306125:6360 | 11/03/17 14:46:12 | 2964 | HLT_DiPFJetAve260_v11 | 0.007256564    | 0.007028954   |
| 306126:6360 | 11/04/17 10:14:24 | 497  | HLT_DiPFJetAve260_v11 | 0.001161437    | 0.001136911   |
| 306134:6362 | 11/04/17 17:39:47 | 24   | HLT_DiPFJetAve260_v11 | 0.000061585    | 0.000051156   |
| 306135:6362 | 11/04/17 17:52:01 | 1095 | HLT_DiPFJetAve260_v11 | 0.002772435    | 0.002614115   |
| 306138:6362 | 11/05/17 01:32:21 | 1298 | HLT_DiPFJetAve260_v11 | 0.003179380    | 0.003082821   |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | HLT_DiPFJetAve260_v11 | 0.003276442    | 0.003216412   |
| 306153:6364 | 11/06/17 02:35:56 | 83   | HLT_DiPFJetAve260_v11 | 0.000212845    | 0.000194378   |
| 306154:6364 | 11/06/17 03:10:19 | 1213 | HLT_DiPFJetAve260_v11 | 0.003075553    | 0.002847107   |
| 306155:6364 | 11/06/17 11:12:05 | 1440 | HLT_DiPFJetAve260_v11 | 0.003558707    | 0.003469026   |
| 306169:6364 | 11/06/17 21:43:34 | 735  | HLT_DiPFJetAve260_v11 | 0.002188620    | 0.002121958   |
| 306170:6364 | 11/07/17 02:33:04 | 15   | HLT_DiPFJetAve260_v11 | 0.000052708    | 0.000049359   |
| 306171:6364 | 11/07/17 02:41:35 | 503  | HLT_DiPFJetAve260_v11 | 0.001554019    | 0.001528603   |
| 306418:6370 | 11/09/17 02:11:31 | 66   | HLT_DiPFJetAve260_v12 | 0.000168921    | 0.000152785   |
| 306419:6370 | 11/09/17 02:41:06 | 58   | HLT_DiPFJetAve260_v12 | 0.000148058    | 0.000135468   |
| 306420:6370 | 11/09/17 03:06:38 | 108  | HLT_DiPFJetAve260_v12 | 0.000273972    | 0.000251626   |
| 306422:6370 | 11/09/17 04:30:37 | 115  | HLT_DiPFJetAve260_v12 | 0.000289474    | 0.000273108   |
| 306423:6370 | 11/09/17 05:16:28 | 323  | HLT_DiPFJetAve260_v12 | 0.000799805    | 0.000755678   |
| 306432:6370 | 11/09/17 08:44:06 | 339  | HLT_DiPFJetAve260_v12 | 0.000474632    | 0.000463091   |
| 306454:6371 | 11/09/17 14:18:49 | 85   | HLT_DiPFJetAve260_v12 | 0.000216869    | 0.000197437   |
| 306455:6371 | 11/09/17 14:53:13 | 6    | HLT_DiPFJetAve260_v12 | 0.002099691    | 0.001621957   |
| 306456:6371 | 11/09/17 14:58:09 | 783  | HLT_DiPFJetAve260_v12 | 0.001948786    | 0.001864210   |
| 306457:6371 | 11/09/17 20:03:47 | 28   | HLT_DiPFJetAve260_v12 | 0.000066227    | 0.000061345   |
| 306458:6371 | 11/09/17 20:15:39 | 221  | HLT_DiPFJetAve260_v12 | 0.000521634    | 0.000501806   |
| 306459:6371 | 11/09/17 22:00:10 | 2273 | HLT_DiPFJetAve260_v12 | 0.005948998    | 0.005817329   |
| 306460:6371 | 11/10/17 12:48:13 | 64   | HLT_DiPFJetAve260_v12 | 0.000168104    | 0.000161852   |
| 302026:6147 | 08/30/17 06:49:09 | 30   | HLT_DiPFJetAve260_v9  | 0.000054452    | 0.000048457   |
| 302029:6147 | 08/30/17 07:16:38 | 92   | HLT_DiPFJetAve260_v9  | 0.000193894    | 0.000159183   |
| 302031:6147 | 08/30/17 08:08:29 | 814  | HLT_DiPFJetAve260_v9  | 0.001798761    | 0.001723240   |
| 302033:6147 | 08/30/17 13:34:23 | 41   | HLT_DiPFJetAve260_v9  | 0.000116001    | 0.000106855   |
| 302034:6147 | 08/30/17 13:54:42 | 12   | HLT_DiPFJetAve260_v9  | 0.000033730    | 0.000010074   |
| 302037:6147 | 08/30/17 14:25:38 | 2    | HLT_DiPFJetAve260_v9  | 0.000005460    | 0.000001259   |
| 302038:6147 | 08/30/17 14:31:57 | 1    | HLT_DiPFJetAve260_v9  | 0.000002711    | 0.000000187   |
| 302040:6147 | 08/30/17 14:35:43 | 168  | HLT_DiPFJetAve260_v9  | 0.000446508    | 0.000436559   |
| 302041:6147 | 08/30/17 15:44:00 | 65   | HLT_DiPFJetAve260_v9  | 0.000164745    | 0.000161211   |
| 302042:6147 | 08/30/17 16:12:11 | 516  | HLT_DiPFJetAve260_v9  | 0.001170124    | 0.001145491   |
| 302043:6147 | 08/30/17 19:35:17 | 228  | HLT_DiPFJetAve260_v9  | 0.000483848    | 0.000474280   |
| 302131:6152 | 08/31/17 12:32:49 | 873  | HLT_DiPFJetAve260_v9  | 0.002100953    | 0.002055523   |
| 302159:6155 | 09/01/17 00:37:45 | 108  | HLT_DiPFJetAve260_v9  | 0.000235991    | 0.000223286   |
| 302163:6156 | 09/01/17 03:33:23 | 1189 | HLT_DiPFJetAve260_v9  | 0.002721261    | 0.002630181   |
| 302165:6156 | 09/01/17 11:25:29 | 80   | HLT_DiPFJetAve260_v9  | 0.000150823    | 0.000143541   |
| 302166:6156 | 09/01/17 11:58:48 | 16   | HLT_DiPFJetAve260_v9  | 0.000032154    | 0.000031642   |
| 302225:6158 | 09/01/17 18:41:42 | 868  | HLT_DiPFJetAve260_v9  | 0.001934076    | 0.001891784   |
| 302228:6159 | 09/02/17 03:31:11 | 234  | HLT_DiPFJetAve260_v9  | 0.000544616    | 0.000524257   |
| 302229:6159 | 09/02/17 05:05:33 | 457  | HLT_DiPFJetAve260_v9  | 0.000961272    | 0.000938483   |
| 302240:6160 | 09/02/17 10:53:49 | 960  | HLT_DiPFJetAve260_v9  | 0.002243382    | 0.002196306   |
| 302262:6161 | 09/03/17 03:32:01 | 428  | HLT_DiPFJetAve260_v9  | 0.000940713    | 0.000906180   |
| 302263:6161 | 09/03/17 06:21:33 | 1250 | HLT_DiPFJetAve260_v9  | 0.002954726    | 0.002893641   |
| 302277:6165 | 09/03/17 22:44:53 | 372  | HLT_DiPFJetAve260_v9  | 0.000768964    | 0.000746682   |
| 302279:6165 | 09/04/17 07:35:57 | 70   | HLT_DiPFJetAve260_v9  | 0.000214072    | 0.000199139   |
| 302280:6165 | 09/04/17 08:06:51 | 152  | HLT_DiPFJetAve260_v9  | 0.000533700    | 0.000525475   |
| 302322:6167 | 09/04/17 17:43:03 | 838  | HLT_DiPFJetAve260_v9  | 0.001998314    | 0.001950477   |
| 302328:6168 | 09/05/17 01:49:04 | 681  | HLT_DiPFJetAve260_v9  | 0.001520429    | 0.001477977   |
| 302337:6169 | 09/05/17 09:16:54 | 127  | HLT_DiPFJetAve260_v9  | 0.000252069    | 0.000233607   |
| 302342:6169 | 09/05/17 10:22:40 | 54   | HLT_DiPFJetAve260_v9  | 0.000127319    | 0.000096295   |
